Primary_id,Primary_type,Secondary_id,Secondary_type,Secondary_relation,Title,Author,Edition,Collection,fulltext_read,fulltext_search,image,Volumes,Notes,ChineseTime,Time,OpenAccess,URL
ff80808154b87f9301550c830f1c2d28,zhonghuajingdian,,,,北齊書,(唐)李百藥-撰;唐長孺-點校;陳仲安-點校;王文錦-點校,1972年11月北京中華書局,正史\北齊；紀傳,y,y,y,,本書共50卷，其中帝紀8卷、列傳42卷，記載了公元534年前後北魏分裂，東魏政權建立，中經公元550年齊代東魏，到公元577年齊亡爲止的歷史。《北齊書》早在唐代中葉以後就逐漸殘缺，也不斷有人補缺，到北宋初僅十七卷是李百藥的原文，其餘皆後人以《北史》和唐人《史抄》中相關紀傳補得。本書以元明補版的南宋刻本（三朝本）、南本、北本、汲古閣本、武英殿本、局本、百衲本相互校對，擇善而從，并通校了《太平御覽》《册府元龜》《北史》《資治通鑑》《通志》中的有關部分，是目前最完善的版本。,,1972,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f9301550c830f1c2d28
ff80808154b87f9301550c8e1f353a22,zhonghuajingdian,,,,周書,(唐)令狐德棻 等-撰;唐長孺-點校;陳仲安-點校;王文錦-點校,1971年11月北京中華書局,正史\北周；紀傳,y,y,y,,本書共50卷，其中本紀8卷，列傳42卷，記述了從東西魏分裂（534）至楊堅代周（581）期間的歷史。其内容不僅涵蓋西魏及北周皇朝的史事，亦兼顧同時代的東魏、北齊、梁與陳四朝的重大史事。對于帝位更迭、重大動亂，本書皆詳載，反映了當時中國歷史發展的大勢。本書在收集考訂史料方面有所不足，資料不够完備，但由于成書較早，保存的資料比較原始，足資參考。《周書》在宋初就已殘缺，此點校本以南宋刻元明遞修本、南監本、北監本、汲古閣本、武英殿本、金陵書局本、百衲本互校，并通校了《册府元龜》和《北史》中的有關部分，是目前較爲完善的版本。,,1971,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f9301550c8e1f353a22
ff80808154b87f9301550d0f331b6172,zhonghuajingdian,,,,隋書,(唐)魏徵-撰;(唐)令狐德棻-撰;汪紹楹-點校;陰法魯-點校;鄧經元-點校,1973年8月北京中華書局,正史\隋；紀傳,y,y,y,,本書共85卷，包括帝紀5卷，列傳50卷，志30卷。隋代史料大多已遺失，故《隋書》的價值更爲重要。該書注重以史爲鑑，較少隱晦，保存了南北朝以前大量的典章制度，且體現出較高的修史水準。本書以宋刻遞修本、宋中字本、元十行本、元九行本、南監本、北監本、汲古閣本、武英殿本、淮南書局本九本校勘，以宋小字本和兩種元刻本互校，并參考其他刻本，擇善而從。此外，本書還參考了《通典》《太平御覽》《資治通鑑》《通志》等書的有關部分，并采用了前人對《隋書》的研究成果，是目前最完備的版本。,,1973,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f9301550d0f331b6172
ff80808154b87f9301550d2aef4206c4,zhonghuajingdian,,,,南史,(唐)李延壽-撰;盧振華-點校;王仲犖-點校;趙守儼-點校;魏連科-點校,1975年6月北京中華書局,正史\南朝；紀傳,y,y,y,,本書共80卷，其中本紀10卷、列傳70卷，起于宋武帝永初元年（420），終于陳後主禎明三年（589），記述了南朝宋、南齊、梁、陳四個封建政權共170年的歷史。本書由《宋》《南齊》《梁》《陳》等書增删而成，突出門閥士族的地位，按世系編次列傳，獨創一格。本書以百衲本爲工作本，以武英殿本通校，用南監本、北監本和金陵書局本參校。版本異同，擇善而從。除版本校勘外，本書還參校了《宋》《齊》《梁》《陳》等“八書”以及《通志》《通鑑》《通典》及《太平御覽》等書，并吸收了衆多前人研究成果。,,1975,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f9301550d2aef4206c4
ff80808154b87f9301550ca12b5462e0,zhonghuajingdian,,,,北史,(唐)李延壽-撰;陳仲安-點校;唐長孺-點校,1974年10月北京中華書局,正史\北朝；紀傳,y,y,y,,本書共100卷，其中本紀12卷、列傳88卷，記載了從北魏道武帝登國元年（386）到隋恭帝義寧二年（618），北朝魏、北齊（包括東魏）、周（包括西魏）、隋四個封建政權共233年的歷史。本書由《魏》《北齊》《周》《隋》等書删訂改編而成，補充以當時流傳的雜史，同《南史》按世系編次列傳。本書采用百衲本爲校點工作本，以南監本、武英殿本進行通校，以北監本、汲古閣本爲參校，又參照了國家圖書館所藏宋本殘卷。版本異同，擇善而從。除版本校勘外，本書還參校了“八書”、《通志》《通鑑》《通典》及《太平御覽》等書，并吸收了衆多前人研究成果。,,1974,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f9301550ca12b5462e0
ff80808154b87f9301550b92660f3670,zhonghuajingdian,,,,舊唐書,(後晉)劉昫 等-撰;劉節-點校;陳乃乾-點校;朱東潤-點校;吴文祺-點校;陳守實-點校;張世禄-點校;劉季高-點校;胡裕樹-點校;王運熙-點校;蘇乾英-點校;顧易生-點校;徐鵬-點校;徐連達-點校;許寶華-點校;周斌武-點校;陳允吉-點校;周維德-點校;丁錫根-點校;張萬起-點校;葉盼雲-點校;譚其驤-點校;吴應壽-點校;王天良-點校;胡菊興-點校;嵇超-點校;錢林書-點校;鄭寶恒-點校;張修桂-點校;孔祥珠-點校;周中民-點校;陸楓-點校;李聖傳-點校;葉亞廉-點校;馮菊年-點校;劉德權-點校;周琪生-點校,1975年5月北京中華書局,正史\唐；紀傳,y,y,y,,本書共200卷，其中帝紀20卷，志30卷，列傳150卷，記載了自唐高祖李淵武德元年（618）至唐哀帝李柷天佑四年（907）間近三百年的歷史，是現存最早的系統記録唐代歷史的史籍。原名《唐書》，因與宋代歐陽修、宋祁等編寫的《唐書》相區分，改稱《舊唐書》。由于修書時間離唐代很近，所以該書對唐初至唐代宗時期的歷史事件叙述比較完整，并收有唐高祖至唐文宗的各朝實録。本書點校，以道光年間揚州岑氏懼盈齋爲工作本，參校了殘宋本、聞本、殿本、局本、廣本，擇善而從，并參考了《太平御覽》《册府元龜》等書，同時吸收了大量前人研究成果。,,1975,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f9301550b92660f3670
ff80808154b87f9301550bea0b9215cb,zhonghuajingdian,,,,新唐書,(宋)歐陽修-撰;(宋)宋祁-撰;董家遵-點校;石淑儀-點校;李國鈞-點校;李德清-點校;吴澤-點校;沈灌群-點校;周子美-點校;林艾園-點校;金祖孟-點校;袁英光-點校;徐震堮-點校;徐德嶙-點校;馬興榮-點校;陳懷良-點校;梁永昌-點校;張惠芬-點校;張瑞璠-點校;葉百豐-點校;楊積慶-點校;趙善詒-點校;謝天佑-點校;戴家祥-點校;簡修煒-點校;祝培坤-點校;鄒逸麟-點校;趙永複-點校;蔡尚思-點校;陸楓-點校;李聖傳-點校;葉亞廉-點校;於在春-點校;劉德權-點校;馮菊年-點校;周琪生-點校,1975年2月北京中華書局,正史\唐；紀傳,y,y,y,,本書共225卷，包括本紀10卷、志50卷、表15卷、列傳150卷，記載了自唐高祖李淵至唐哀帝李柷近三百年的歷史。與《舊唐書》相比，《新唐書》對表、志更爲重視，增加了以往史書所没有的儀衛志、選舉志、兵志，宰相表、方鎮表、宗室世系表、宰相世系表等，重新排列傳記次序，强調對忠奸順逆的褒貶，又增添了卓行、奸臣、叛臣、逆臣等類傳，還在列傳中保存了一些《舊唐書》未載的史料，增加了不少晚唐人物的列傳。本書以百衲本爲點校工作本，同時參校了北宋閩刻十六行本、南宋閩刻十行影印本、汲古閣本、殿本和浙江書局本，擇善而從。,,1975,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f9301550bea0b9215cb
ff80808154b87f9301550ae4aa6445e5,zhonghuajingdian,,,,舊五代史,(宋)薛居正 等-撰;陳垣-點校;劉迺龢-點校;朱東潤-點校;陳守實-點校;胡裕樹-點校;蘇乾英-點校;顧易生-點校;徐鵬-點校;周斌武-點校;陳允吉-點校;張萬起-點校;周維德-點校;葉盼雲-點校;陸楓-點校;葉亞廉-點校;馮菊年-點校;劉德權-點校;周琪生-點校;萬愛珍-點校,1976年5月北京中華書局,正史\五代；紀傳,y,y,y,,本書共150卷，其中本紀61卷、志12卷、傳77卷，記載了自朱温代唐（907）至北宋建立（960）之間共54年的歷史。該書分爲梁書、唐書、晉書、漢書、周書，一朝一史，各成體系，因係五代各自爲書，故原名《梁唐晉漢周書》，後爲區别于歐陽修撰的《五代史記》，改稱《舊五代史》。由于《舊五代史》的編纂者大都親身經歷過五代的歷史場面，見聞較近，因而保存了比較豐富的原始資料，五代各朝均有實録，修史時多所采摭，使該書成爲研究這一時期的重要文獻資料。本書校點以南昌熊氏的影庫本爲底本，同時用殿本、劉本及彭本、孔本、盧本相參校，并吸收了大量前人研究成果。,,1976,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f9301550ae4aa6445e5
ff80808154b87f9301550afc46b15b72,zhonghuajingdian,,,,新五代史,(宋)歐陽修-撰;(宋)徐無黨-注;陳垣-點校;柴德賡-點校;石淑儀-點校;李國鈞-點校;李德清-點校;沈灌群-點校;周子美-點校;林艾園-點校;金祖孟-點校;袁英光-點校;徐震堮-點校;徐德嶙-點校;馬興榮-點校;陳光祖-點校;陳懷良-點校;梁永昌-點校;張惠芬-點校;張瑞璠-點校;葉百豐-點校;趙善詒-點校;戴家祥-點校;簡修煒-點校;鄒逸麟-點校;陸楓-點校;葉亞廉-點校;劉德權-點校;馮菊年-點校;周琪生-點校,1974年12月北京中華書局,正史\五代；紀傳,y,y,y,,本書共74卷，其中本紀12卷、列傳45卷、考3卷、世家及年譜11卷、四夷附録3卷，記載了自後梁開平元年（907）至後周顯德七年（960）共53年的歷史。《新五代史》改變了《舊五代史》朝代的界限，把五朝的本紀、列傳綜合在一起，依時間先後編排，把列傳分爲各朝家人傳、死節傳、一行傳、雜臣傳等等。該書囊括了小説、筆記等新史料，補充了《舊五代史》中没有的史實，是研究這段歷史重要的史籍。本書以百衲本爲工作本，對校了貴池本、殿本、南昌本，同時參校了明汪文盛本、南監本、北監本、汲古閣本、鄂本、徐注本等，是目前較爲完善的版本。,,1974,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f9301550afc46b15b72
ff808081559102e00155913571b40bf7,zhonghuajingdian,,,,宋史,(元)脱脱 等-撰;聶崇岐-點校;羅繼祖-點校;鄧廣銘-點校;何聰-點校;程應鏐-點校;魏建猷-點校;張家駒-點校;徐光烈-點校;董家駿-點校;裴汝誠-點校;陳九思-點校;顏克述-點校;羅君惕-點校;商韜-點校;劉秉彝-點校;吴紹烈-點校;方詩銘-點校;王修齡-點校;余先鼎-點校;蒲增元-點校;徐崙-點校;徐同甫-點校;馬伯煌-點校;湯志鈞-點校;葉方炎-點校;臧榮炳-點校;劉修明-點校;王文楚-點校;牟元珪-點校;汪槐齡-點校;周維衍-點校;章左聲-點校;項國茂-點校;楊寬-點校;鄧廷爵-點校;魏嵩山-點校;劉德權-點校;郭群一-點校;李劍雄-點校;陸楓-點校;馮菊年-點校;周琪生-點校,1985年6月北京中華書局,正史\宋；紀傳,y,y,y,,全書共496卷，其中本紀47卷、志162卷、表32卷、列傳255卷，是二十四史中最龐大的一部官修史書。宋史對宋代的政治、經濟、軍事、文化、民族關係、典章制度以及活動在這一歷史時期的許多人物都做了較爲詳盡的記載，基本上保存了宋朝國史的原貌，是研究兩宋三百多年歷史的基本史料。本書以百衲本爲工作本，同時吸收了葉渭清《元槧宋史校記》和張元濟《宋史校勘記》稿本的成果，并參校了清乾隆四年武英殿本和清光緒元年浙江書局本，是目前較爲完善的版本。,,1985,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff808081559102e00155913571b40bf7
ff80808154b87f930155052f59bb1e21,zhonghuajingdian,,,,遼史,(元)脱脱 等-撰;馮家昇-點校;陳述-點校;陳金生-點校,1974年10月北京中華書局,正史\遼；紀傳,y,y,y,,本書共116卷，包括本紀30卷，志32卷，表8卷，列傳45卷，國語解1卷，記載了遼政權從公元907年到公元1125年兩百多年的歷史，也兼叙了遼以前契丹族和遼末耶律大石建立的西遼的歷史，是現存唯一的完整記載遼代的官修史書，提供了研究該朝代社會生活的寶貴資料。本書點校以百衲本爲工作本，用乾隆殿本進行通校，以南監本、北監本和道光殿本進行參校，又用《永樂大典》所引《遼史》校對，并參考了《册府元龜》《資治通鑑》《續資治通鑑長編》等書以及前人的研究成果。,,1974,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f930155052f59bb1e21
ff80808154b87f93015507b1950c18f6,zhonghuajingdian,,,,金史,(元)脱脱 等-撰;傅樂焕-點校;張政烺-點校;崔文印-點校,1975年7月北京中華書局,正史\金；紀傳,y,y,y,,本書共135卷，其中本紀19卷，志39卷，表4卷，列傳73卷，詳述了上起金太祖收國元年（1115），下至金哀宗天興三年（1234）蒙古滅金之間120年的歷史。元修《金史》，實際是在前人基礎上的加工整理。當時依據的史料，主要有金代實録，中統間王鶚所作《金史》，劉祁《歸潛志》和元好問的《壬辰雜編》等，故《金史》乃宋、遼、金三史中編撰得最好的一部。本書系統地記載了女真族的發展歷史，尤其是女真及各族早期的情况，多不見于其它史籍。本書以百衲本爲底本，并與北監本、殿本參校，擇善而從，還參考了《大金國志》《大金弔伐録》《歸潛志》等書，以及殘存的《永樂大典》的有關部分，并吸收了大量前人的研究成果，是現存較爲完善的版本。,,1975,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f93015507b1950c18f6
ff80808154b87f930155054837f3537a,zhonghuajingdian,,,,元史,(明)宋濂 等-撰;翁獨健-點校;韓儒林-點校;邵循正-點校;亦鄰真-點校;周清澍-點校;姚景安-點校,1976年4月北京中華書局,正史\元；紀傳,y,y,y,,本書共210卷，包括本紀47卷、志58卷、表8卷、列傳97卷，是一部比較系統地記載元代興亡過程的史書。《元史》的編修，主要是依據元代各朝實録、經世大典、功臣列傳等官修典籍，更多地保存了元代史料的原貌，且文字淺顯，明白易懂，但由于編修時間倉促，且出自衆手，亦有取捨不當之弊。本書校點以百衲本爲底本，并參校了北監本、殿本和道光本，還參考了《元史續編》《元史類編》《廿二史考異》等書。此外，本書還利用了一批常見的原始資料，校正有關的史文，并吸收了大量前人成果。,,1976,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f930155054837f3537a
ff80808154b87f93015507ea99a30608,zhonghuajingdian,,,,明史,(清)張廷玉 等-撰;鄭天挺-點校;白壽彝-點校;王毓銓-點校;周振甫-點校;魏連科-點校,1974年4月北京中華書局,正史\明；紀傳,y,y,y,,本書共322卷，其中本紀24卷、志75卷、表13卷、列傳220卷，記載了從明洪武元年（1368）到崇禎十七年（1644）共276年的歷史。《明史》以《明史稿》爲藍本，但在編排上更加整齊，内容豐富，叙事詳盡，堪稱正史中“最爲完善”之作，是研究明代歷史的重要文獻。本書以武英殿原刊本爲底本進行分段標點，用《明實録》和《明史稿》校勘，同時參考《明會典》《寰宇通志》《明一統志》《明經世文編》《國榷》《綏寇紀略》《懷陵流寇始終録》等書，由鄭天挺及南開大學明清史研究室完成點校初稿，由白壽彝、王毓銓、周振甫復閲定稿，是目前較爲完善的版本。,,1974,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f93015507ea99a30608
ff80808154b87f93015505a476667ad1,zhonghuajingdian,,,,清史稿,(清)趙爾巽 等-撰;劉大年-點校;羅爾綱-點校;啓功-點校;王鍾翰-點校;孫毓棠-點校;吴樹平-點校;何英芳-點校,1977年8月北京中華書局,正史\清；紀傳,y,y,y,,本書是民國初年所設清史館編寫的記述清代歷史的未定稿，共536卷，按照歷代封建正史的體例，分爲本紀25卷、志142卷、表53卷、列傳316卷，因出于衆手，故出現了很多錯誤和紕漏，但它將所依據的大部分材料如《清實録》《國史列傳》《清會典》等進行了初步的彙集整理，這就使得讀者能够得到比較詳細系統的清代史事素材。此外，有些志和清末人物的列傳，取材于難得到的史料。因此，本書仍具有很高的參考價值。本書以關外二次本爲工作本，進行標點、分段及校正。本書没有校勘記。,,1977,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f93015505a476667ad1
ff80808154b87f930155065b9f4c2719,zhonghuajingdian,,,,資治通鑑,(宋)司馬光-編著;(元)胡三省-音注;標點資治通鑑小組-點校,1956年6月北京中華書局,歷史\歷代；編年,y,y,y,,本書共294卷，是我國第一部編年體通史，以時間爲綱，事件爲目，起于周威烈王二十三年（前403），止于五代後周世宗顯德六年（959）征淮南，記載了横跨十六朝，共計1362年的歷史。主編司馬光以爲君親政，賢明之道爲出發點，著重墨于各朝代的賢明時期，書名爲宋神宗所定，取“有鑑于往事，以資于治道”之意。其所載史事，詳近略遠，并于叙事之後皆附有評論，共186篇，其中“臣光曰”有102篇，其餘84篇爲各家評論。《通鑑》自宋以來有諸多刻本，本書以清胡克家翻刻的元刊胡注本爲底本，并吸取了章鈺《胡刻通鑑正文校宋記》的成果，重要校文都以“章”字爲標識，收入本書注文。,,1956,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f930155065b9f4c2719
